Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,500.0,1,4.4,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,05:45,08h 15m,900.0,2,4.1,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),21:30,05:45,08h 15m,1000.0,2,4.3,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:45,06:15,08h 30m,610.0,2,4.4,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Sri Lakshmi Narasimha Travels (SLNT),Non A/C Seater / Sleeper (2+1),20:00,04:30,08h 30m,470.0,2,4.7,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Chandu Travels,A/C Sleeper (2+1),22:00,05:45,07h 45m,645.0,2,4.2,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),21:40,06:15,08h 35m,800.0,1,4.3,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Sri Sahasra Tours and Travels,A/C Seater / Sleeper (2+1),21:00,05:30,08h 30m,500.0,3,4.0,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Chandu Travels,Non A/C Seater / Sleeper (2+1),21:30,05:15,07h 45m,532.0,2,4.2,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Vikram Travels,A/C Seater / Sleeper (2+1),21:55,05:30,07h 35m,499.0,2,4.7,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC - 3322,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:10,15:15,04h 05m,281.0,3,1.0,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
APSRTC - 3338,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:20,14:21,03h 01m,281.0,3,3.7,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
APSRTC - 4985,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:45,15:45,04h 00m,250.0,3,2.1,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
APSRTC - 2835,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,15:50,03h 50m,281.0,3,3.8,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
APSRTC - 2539,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,16:45,04h 15m,281.0,3,4.0,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
APSRTC - 27153,METRO LUXURY A/C,12:45,15:50,03h 05m,383.0,2,4.3,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
APSRTC - 2540,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:15,17:45,04h 30m,281.0,3,3.2,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
APSRTC - 2817,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,16:30,03h 00m,281.0,3,3.8,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
APSRTC - 4929,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,17:40,04h 10m,281.0,3,3.4,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
APSRTC - 3416,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,18:00,04h 00m,281.0,3,4.4,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
Gaganasri Travels,Non A/C Seater / Sleeper (2+1),23:50,03:30,03h 40m,5000.0,1,,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam
NueGo,Electric A/C Seater (2+2),10:15,14:45,04h 30m,349.0,1,4.3,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
NueGo,Electric A/C Seater (2+2),11:00,17:25,06h 25m,349.0,1,3.7,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
NueGo,Electric A/C Seater (2+2),13:00,18:45,05h 45m,349.0,3,4.0,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
AdHYBUS,Bharat Benz A/C Sleeper (2+1),22:30,04:00,05h 30m,575.0,3,3.8,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),13:45,19:33,05h 48m,200.0,2,4.2,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
NueGo,Electric A/C Seater (2+2),14:00,19:45,05h 45m,349.0,3,3.9,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
FRESHBUS,Electric A/C Seater (2+2),14:30,20:30,06h 00m,398.0,3,4.6,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),14:55,21:23,06h 28m,220.0,3,4.2,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
BSRM Travels,A/C Seater / Sleeper (2+1),21:00,04:00,07h 00m,359.0,2,4.3,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
Rajesh Transports,NON A/C Sleeper (2+1),15:30,20:10,04h 40m,800.0,1,4.4,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),16:15,21:15,05h 00m,599.0,1,4.6,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
Shyamoli Paribahan Pvt Ltd,A/C Sleeper (2+1),17:10,21:50,04h 40m,600.0,1,4.6,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
Rajesh Transports,A/C Seater / Sleeper (2+1),17:30,21:55,04h 25m,700.0,3,4.1,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
IRA Travels,A/C Sleeper (2+1),17:45,23:59,06h 14m,855.0,1,3.7,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
FlixBus,A/C Sleeper (2+1),18:00,01:05,07h 05m,474.11,1,4.2,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi
APSRTC - 6209,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,19:45,06h 45m,439.0,3,3.2,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore
APSRTC - 50191,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),13:30,19:30,06h 00m,656.0,3,3.7,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore
APSRTC - 9488,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,21:25,06h 55m,439.0,2,4.0,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore
APSRTC - 9256,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),15:00,21:00,06h 00m,656.0,3,4.0,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore
APSRTC - 6237,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,21:45,06h 15m,439.0,3,2.6,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),22:30,05:00,06h 30m,650.0,5,4.0,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Sri Vinayaka Travels,A/C Sleeper (2+1),22:30,05:00,06h 30m,1099.0,1,4.0,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore
Maheswari Travels,Non A/C Seater / Sleeper (2+1),22:40,05:40,07h 00m,799.0,6,4.1,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore
S R Travels,Non A/C Seater / Sleeper (2+1),22:40,05:00,06h 20m,1090.0,2,3.8,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore
PRL BUS,Non A/C Seater / Sleeper (2+1),22:45,05:00,06h 15m,800.0,1,4.2,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore
APSRTC - 5390,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,17:45,03h 45m,256.0,1,4.6,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
APSRTC - 47236,Express(Non AC Seater),16:15,20:20,04h 05m,220.0,1,4.6,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
APSRTC - 9003,Express(Non AC Seater),20:00,00:25,04h 25m,220.0,6,4.5,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
APSRTC - 9041,Express(Non AC Seater),21:00,01:25,04h 25m,220.0,2,4.2,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
APSRTC - 9061,Express(Non AC Seater),21:45,01:10,03h 25m,220.0,1,3.9,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
APSRTC - 5524,Express(Non AC Seater),22:45,02:55,04h 10m,215.0,2,4.2,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
APSRTC - 9080,Express(Non AC Seater),23:15,02:40,03h 25m,220.0,3,4.4,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
NueGo,Electric A/C Seater (2+2),19:30,00:10,04h 40m,563.0,1,3.9,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
NueGo,Electric A/C Seater (2+2),21:00,01:40,04h 40m,349.0,2,4.1,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
Venson Transports,Non AC Seater (2+3),14:10,19:15,05h 05m,275.0,5,2.5,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
NueGo,Electric A/C Seater (2+2),23:30,04:10,04h 40m,591.0,1,4.4,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
Varsha Travels,A/C Sleeper (2+1),23:30,05:30,06h 00m,1199.0,2,5.0,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore
APSRTC - 3103,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:15,16:45,05h 30m,281.0,3,3.6,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
APSRTC - 2658,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:15,14:55,03h 40m,281.0,3,2.8,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
APSRTC - 2206,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,16:05,04h 35m,250.0,3,3.7,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
APSRTC - 2406,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,16:15,04h 15m,250.0,3,2.0,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
APSRTC - 2656,INDRA(A.C. Seater),12:00,15:40,03h 40m,340.0,3,3.1,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
APSRTC - 2856,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",12:30,16:40,04h 10m,239.0,3,3.6,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
APSRTC - 23548,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,17:05,04h 35m,250.0,3,4.5,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
APSRTC - 2662,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:45,16:25,03h 40m,281.0,3,1.9,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
APSRTC - 2852,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,17:20,04h 20m,281.0,3,5.0,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
APSRTC - 2664,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:10,16:50,03h 40m,281.0,3,2.3,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
APSRTC - 3327,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:20,17:50,04h 30m,281.0,3,4.0,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
APSRTC - 24268,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,17:45,04h 15m,250.0,3,4.8,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
APSRTC - 2666,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:45,17:25,03h 40m,281.0,3,3.1,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
APSRTC - 2766,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,18:00,04h 00m,250.0,3,5.0,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
APSRTC - 3329,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,18:30,04h 30m,281.0,3,1.8,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Vsaikrishna Travels,Non A/C Seater / Sleeper (2+1),22:00,02:00,04h 00m,499.0,3,2.7,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:40,02:30,03h 50m,555.0,3,1.0,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Navayuga Travels,A/C Sleeper (2+1),22:00,02:10,04h 10m,790.0,2,3.6,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:40,02:30,03h 50m,5000.0,4,3.1,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
Morning Star Travels,A/C Sleeper (2+1),21:10,02:25,05h 15m,790.0,2,2.6,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada
APSRTC - 52221,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,17:00,05h 00m,340.0,3,4.4,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
APSRTC - 52222,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,17:30,05h 00m,340.0,3,2.7,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
APSRTC - 52223,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,18:00,05h 00m,340.0,3,4.6,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
APSRTC - 52224,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,19:00,05h 00m,340.0,3,4.2,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
APSRTC - 52225,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,19:30,05h 00m,340.0,3,4.6,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
APSRTC - 52854,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:00,20:10,05h 10m,307.0,3,3.8,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
APSRTC - 6677,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,20:30,05h 00m,340.0,3,4.3,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
APSRTC - 52858,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",16:00,21:10,05h 10m,307.0,3,3.7,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
APSRTC - 52229,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,21:30,05h 00m,340.0,3,4.3,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
APSRTC - 52219,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",17:00,22:00,05h 00m,307.0,3,5.0,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
APSRTC - 52846,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",17:30,22:30,05h 00m,307.0,3,3.6,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
APSRTC - 52227,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,22:45,05h 00m,340.0,1,3.5,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
APSRTC - 52220,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",19:00,23:59,04h 59m,307.0,3,3.0,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
APSRTC - 6598,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,23:55,04h 25m,340.0,2,1.9,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
APSRTC - 6586,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,00:35,04h 35m,340.0,3,2.0,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
IntrCity SmartBus,AC Sleeper (2+1),20:35,00:05,03h 30m,729.0,2,5.0,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
BSR Tours And Travels,A/C Sleeper (2+1),19:20,02:00,06h 40m,880.0,2,5.0,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:35,23:35,04h 00m,399.0,3,4.7,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
VSR Tours and Travels,A/C Sleeper (2+1),18:40,01:00,06h 20m,539.0,2,4.8,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
GreenLine Travels And Holidays,NON A/C Sleeper (2+1),23:00,02:30,03h 30m,900.0,2,4.5,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur
APSRTC - 5352,Express(Non AC Seater),11:15,15:40,04h 25m,186.0,4,3.9,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
APSRTC - 5455,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,16:00,04h 30m,277.0,3,3.3,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
APSRTC - 5533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,17:30,04h 30m,277.0,3,3.4,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
APSRTC - 47245,Express(Non AC Seater),13:15,17:40,04h 25m,186.0,4,4.2,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
APSRTC - 6842,Express(Non AC Seater),13:30,18:00,04h 30m,200.0,2,3.8,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
APSRTC - 5751,Express(Non AC Seater),14:15,18:55,04h 40m,186.0,4,4.5,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
APSRTC - 47577,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,18:50,04h 20m,277.0,7,3.3,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
APSRTC - 9603,Express(Non AC Seater),16:00,20:25,04h 25m,186.0,4,4.1,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
APSRTC - 9046,Express(Non AC Seater),17:00,21:25,04h 25m,186.0,2,3.1,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
APSRTC - 9020,Express(Non AC Seater),17:30,21:55,04h 25m,186.0,3,3.0,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
APSRTC - 47211,Express(Non AC Seater),18:30,22:55,04h 25m,186.0,4,3.6,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
APSRTC - 5515,Express(Non AC Seater),20:30,02:00,05h 30m,186.0,4,2.6,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
APSRTC - 47216,Express(Non AC Seater),21:00,02:25,05h 25m,186.0,1,3.7,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
APSRTC - 47006,Express(Non AC Seater),21:30,02:30,05h 00m,217.0,4,4.7,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
APSRTC - 5449,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:15,05h 45m,304.0,2,3.5,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
NueGo,Electric A/C Seater (2+2),10:15,13:30,03h 15m,349.0,1,4.1,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
NueGo,Electric A/C Seater (2+2),11:00,16:10,05h 10m,349.0,1,4.2,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
NueGo,Electric A/C Seater (2+2),13:00,17:30,04h 30m,349.0,2,4.3,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),13:45,19:03,05h 18m,200.0,2,4.3,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
NueGo,Electric A/C Seater (2+2),14:00,18:30,04h 30m,349.0,3,4.2,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh
Maheswari Travels,Non A/C Seater / Sleeper (2+1),21:25,02:30,05h 05m,450.0,2,4.8,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool
Maheswari Travels,Non A/C Seater / Sleeper (2+1),21:25,02:30,05h 05m,450.0,2,3.5,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool
Indu Travels,Non A/C Seater / Sleeper (2+1),21:30,03:00,05h 30m,500.0,2,4.1,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool
Intercity travels,Bharat Benz A/C Sleeper (2+1),21:30,01:00,03h 30m,2599.0,2,5.0,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool
KMR Travels,Non A/C Seater / Sleeper (2+1),21:30,02:15,04h 45m,450.0,2,5.0,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool
Indu Travels,A/C Sleeper (2+1),21:35,02:30,04h 55m,900.0,2,4.3,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool
Indu Travels,Non A/C Seater / Sleeper (2+1),21:45,03:00,05h 15m,500.0,3,4.9,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool
Indian Bus,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:30,02:00,05h 30m,1647.0,1,3.6,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool
IRA Travels,A/C Sleeper (2+1),21:45,01:00,03h 15m,3209.0,7,3.9,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool
Matangi Travels,Non A/C Seater / Sleeper (2+1),21:45,02:30,04h 45m,741.0,3,3.3,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool
APSRTC - 5458,SAPTAGIRI EXPRESS,11:30,17:30,06h 00m,284.0,2,3.1,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
APSRTC - 5464,SAPTAGIRI EXPRESS,12:00,18:00,06h 00m,284.0,3,4.7,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
APSRTC - 5460,SAPTAGIRI EXPRESS,12:30,18:30,06h 00m,284.0,4,4.3,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
APSRTC - 47147,INDRA(A.C. Seater),13:00,18:15,05h 15m,506.0,1,4.3,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
APSRTC - 5624,Express(Non AC Seater),13:20,19:20,06h 00m,294.0,2,3.3,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
